timestamp,mode,keygen,sign,verify,znorm,lowbits,hintnorm,hintcount
2025-06-07 17:57:17,2,0.080,0.444,0.091,16,18,0,0
2025-06-07 17:57:17,2,0.084,0.515,0.096,21,19,0,1
2025-06-07 17:57:18,2,0.080,0.392,0.090,19,9,0,0
2025-06-07 17:57:19,2,0.083,0.420,0.092,12,17,0,0
2025-06-07 17:57:19,2,0.085,0.479,0.097,20,15,0,1
2025-06-07 17:57:20,2,0.081,0.550,0.091,30,20,0,0
2025-06-07 17:57:21,2,0.083,0.759,0.094,43,31,0,1
2025-06-07 17:57:21,2,0.080,0.505,0.092,25,19,0,0
2025-06-07 17:57:22,2,0.083,0.433,0.095,22,9,0,0
2025-06-07 17:57:23,2,0.083,0.412,0.095,11,15,0,0
2025-06-07 17:57:23,2,0.083,0.376,0.095,15,7,0,0
2025-06-07 17:57:24,2,0.081,0.405,0.091,13,15,0,0
2025-06-07 17:57:25,2,0.080,0.613,0.091,34,25,0,0
2025-06-07 17:57:25,2,0.083,0.398,0.092,16,10,0,0
2025-06-07 17:57:26,2,0.083,0.591,0.094,31,21,0,0
2025-06-07 17:57:27,2,0.080,0.381,0.091,16,9,0,0
2025-06-07 17:57:27,2,0.080,0.357,0.093,12,9,0,0
2025-06-07 17:57:28,2,0.082,0.318,0.094,8,6,0,0
2025-06-07 17:57:29,2,0.081,0.358,0.092,10,10,0,0
2025-06-07 17:57:29,2,0.084,0.459,0.095,19,15,0,0
2025-06-07 17:57:30,2,0.080,0.391,0.091,16,11,0,0
2025-06-07 17:57:31,2,0.080,0.496,0.091,19,21,0,0
2025-06-07 17:57:31,2,0.082,0.474,0.095,19,16,0,0
2025-06-07 17:57:32,2,0.083,0.500,0.095,27,13,0,0
2025-06-07 17:57:33,2,0.083,0.480,0.094,25,12,0,0
2025-06-07 17:57:33,2,0.082,0.409,0.096,17,10,0,0
2025-06-07 17:57:34,2,0.081,0.423,0.091,20,11,0,0
2025-06-07 17:57:35,2,0.081,0.404,0.094,18,9,0,0
2025-06-07 17:57:36,2,0.082,0.306,0.094,6,6,0,0
2025-06-07 17:57:36,2,0.080,0.511,0.092,22,22,0,0
2025-06-07 17:57:37,2,0.082,0.441,0.094,17,14,0,0
2025-06-07 17:57:38,2,0.082,0.385,0.096,12,11,0,0
2025-06-07 17:57:38,2,0.081,0.395,0.091,21,7,0,0
2025-06-07 17:57:39,2,0.081,0.463,0.091,26,12,0,0
2025-06-07 17:57:40,2,0.082,0.384,0.094,8,14,0,0
2025-06-07 17:57:40,2,0.082,0.500,0.093,27,16,0,0
2025-06-07 17:57:41,2,0.083,0.490,0.090,27,15,0,0
2025-06-07 17:57:42,2,0.083,0.388,0.096,15,9,0,0
2025-06-07 17:57:42,2,0.082,0.476,0.095,16,19,0,0
2025-06-07 17:57:43,2,0.083,0.536,0.094,30,15,0,0
2025-06-07 17:57:44,2,0.081,0.540,0.091,32,17,0,0
2025-06-07 17:57:44,2,0.083,0.535,0.095,29,16,0,0
2025-06-07 17:57:45,2,0.082,0.390,0.095,14,10,0,0
2025-06-07 17:57:46,2,0.082,0.431,0.095,18,12,0,0
2025-06-07 17:57:46,2,0.080,0.355,0.090,10,10,0,0
2025-06-07 17:57:47,2,0.080,0.410,0.093,18,9,0,1
